DeepCSV;OperatingPoint, measurementType, sysType, jetFlavor, etaMin, etaMax, ptMin, ptMax, discrMin, discrMax, formula 
0, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.013962121680378914" 
0, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.013880428858101368" 
0, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.013638468459248543" 
0, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.011050660163164139" 
0, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.011366868391633034" 
0, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.011010468937456608" 
0, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.037737511098384857" 
0, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.917829+(0.00298278*(log(x+19)*(log(x+18)*(3-(0.422392*log(x+18)))))))+0.069150865077972412" 
1, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))" 
1, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))" 
1, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.19771461188793182)" 
1, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.045167062431573868)" 
1, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.040520280599594116)" 
1, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.045320175588130951)" 
1, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.043860536068677902)" 
1, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.036484666168689728)" 
1, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.048719070851802826)" 
1, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.11997123062610626)" 
1, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.20536302030086517)" 
1, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.065904870629310608)" 
1, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.015055687166750431)" 
1, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.013506759889423847)" 
1, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.015106724575161934)" 
1, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.014620178379118443)" 
1, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.012161554768681526)" 
1, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.016239689663052559)" 
1, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.039990410208702087)" 
1, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.909339+((0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18))))))-0.068454340100288391)" 
1, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.19771461188793182" 
1, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.045167062431573868" 
1, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.040520280599594116" 
1, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.045320175588130951" 
1, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.043860536068677902" 
1, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.036484666168689728" 
1, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.048719070851802826" 
1, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.11997123062610626" 
1, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.20536302030086517" 
1, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.065904870629310608" 
1, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.015055687166750431" 
1, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.013506759889423847" 
1, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.015106724575161934" 
1, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.014620178379118443" 
1, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.012161554768681526" 
1, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.016239689663052559" 
1, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.039990410208702087" 
1, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.909339+(0.00354*(log(x+19)*(log(x+18)*(3-(0.471623*log(x+18)))))))+0.068454340100288391" 
2, comb, central, 1, -2.5, 2.5, 20, 1000, 0, 1, "0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))" 
2, comb, central, 0, -2.5, 2.5, 20, 1000, 0, 1, "0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))" 
2, comb, down, 1, -2.5, 2.5, 20, 30, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.25397524237632751)" 
2, comb, down, 1, -2.5, 2.5, 30, 50, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.054318998008966446)" 
2, comb, down, 1, -2.5, 2.5, 50, 70, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.047563053667545319)" 
2, comb, down, 1, -2.5, 2.5, 70, 100, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.045734826475381851)" 
2, comb, down, 1, -2.5, 2.5, 100, 140, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.042294897139072418)" 
2, comb, down, 1, -2.5, 2.5, 140, 200, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.046356841921806335)" 
2, comb, down, 1, -2.5, 2.5, 200, 300, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.070297554135322571)" 
2, comb, down, 1, -2.5, 2.5, 300, 600, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.15536460280418396)" 
2, comb, down, 1, -2.5, 2.5, 600, 1000, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.28909629583358765)" 
2, comb, down, 0, -2.5, 2.5, 20, 30, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.072564356029033661)" 
2, comb, down, 0, -2.5, 2.5, 30, 50, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.01551971398293972)" 
2, comb, down, 0, -2.5, 2.5, 50, 70, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.013589443638920784)" 
2, comb, down, 0, -2.5, 2.5, 70, 100, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.013067093677818775)" 
2, comb, down, 0, -2.5, 2.5, 100, 140, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.012084255926311016)" 
2, comb, down, 0, -2.5, 2.5, 140, 200, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.013244811445474625)" 
2, comb, down, 0, -2.5, 2.5, 200, 300, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.020085016265511513)" 
2, comb, down, 0, -2.5, 2.5, 300, 600, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.044389884918928146)" 
2, comb, down, 0, -2.5, 2.5, 600, 1000, 0, 1, "0.766992+((0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18))))))-0.082598939538002014)" 
2, comb, up, 1, -2.5, 2.5, 20, 30, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.25397524237632751" 
2, comb, up, 1, -2.5, 2.5, 30, 50, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.054318998008966446" 
2, comb, up, 1, -2.5, 2.5, 50, 70, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.047563053667545319" 
2, comb, up, 1, -2.5, 2.5, 70, 100, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.045734826475381851" 
2, comb, up, 1, -2.5, 2.5, 100, 140, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.042294897139072418" 
2, comb, up, 1, -2.5, 2.5, 140, 200, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.046356841921806335" 
2, comb, up, 1, -2.5, 2.5, 200, 300, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.070297554135322571" 
2, comb, up, 1, -2.5, 2.5, 300, 600, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.15536460280418396" 
2, comb, up, 1, -2.5, 2.5, 600, 1000, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.28909629583358765" 
2, comb, up, 0, -2.5, 2.5, 20, 30, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.072564356029033661" 
2, comb, up, 0, -2.5, 2.5, 30, 50, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.01551971398293972" 
2, comb, up, 0, -2.5, 2.5, 50, 70, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.013589443638920784" 
2, comb, up, 0, -2.5, 2.5, 70, 100, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.013067093677818775" 
2, comb, up, 0, -2.5, 2.5, 100, 140, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.012084255926311016" 
2, comb, up, 0, -2.5, 2.5, 140, 200, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.013244811445474625" 
2, comb, up, 0, -2.5, 2.5, 200, 300, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.020085016265511513" 
2, comb, up, 0, -2.5, 2.5, 300, 600, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.044389884918928146" 
2, comb, up, 0, -2.5, 2.5, 600, 1000, 0, 1, "(0.766992+(0.00894732*(log(x+19)*(log(x+18)*(3-(0.423381*log(x+18)))))))+0.082598939538002014" 
0, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.41852+-0.00040383*x+2.89389e-07*x*x+-3.55101e-11*x*x*x" 
0, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.41852+-0.00040383*x+2.89389e-07*x*x+-3.55101e-11*x*x*x)*(1-(0.0559259+1.96455e-05*x+-3.60571e-08*x*x))" 
0, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.41852+-0.00040383*x+2.89389e-07*x*x+-3.55101e-11*x*x*x)*(1+(0.0559259+1.96455e-05*x+-3.60571e-08*x*x))" 
1, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "1.6329+-0.00160255*x+1.9899e-06*x*x+-6.72613e-10*x*x*x" 
1, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(1.6329+-0.00160255*x+1.9899e-06*x*x+-6.72613e-10*x*x*x)*(1-(0.122811+0.000162564*x+-1.66422e-07*x*x))" 
1, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(1.6329+-0.00160255*x+1.9899e-06*x*x+-6.72613e-10*x*x*x)*(1+(0.122811+0.000162564*x+-1.66422e-07*x*x))" 
2, incl, central, 2, 0, 2.5, 20, 1000, 0, 1, "0.870921+5.90958/sqrt(x)" 
2, incl, down, 2, 0, 2.5, 20, 1000, 0, 1, "(0.870921+5.90958/sqrt(x))*(1-(0.207667+0.000165081*x+-1.45307e-07*x*x))" 
2, incl, up, 2, 0, 2.5, 20, 1000, 0, 1, "(0.870921+5.90958/sqrt(x))*(1+(0.207667+0.000165081*x+-1.45307e-07*x*x))" 
